Random-10-Repeat-10 string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
421,3.22178e-007,1.51556e-008,3.68762e-008,4.10667e-008,1.15448e-007,5.44064e-008,1.27181e-007,6.56508e-008,5.04254e-008,6.23683e-008,6.02032e-008,1.45619e-007,3.24832e-007,4.12064e-008,5.46159e-008,3.90413e-008,1.02946e-007,5.2381e-008,4.72127e-008,5.99238e-008,4.90286e-008,7.08889e-008,2.75873e-008,3.58984e-008,3.72254e-008,3.9181e-008,4.05079e-008,3.96698e-008,4.47683e-008,
422,3.21759e-007,1.52952e-008,3.67365e-008,4.21143e-008,1.13841e-007,5.47556e-008,1.26483e-007,6.41143e-008,4.97968e-008,6.32762e-008,5.79683e-008,1.46108e-007,3.23854e-007,4.05778e-008,5.09841e-008,3.93206e-008,1.02527e-007,5.30095e-008,4.76318e-008,6.34857e-008,4.89587e-008,7.14476e-008,2.80762e-008,3.60381e-008,3.68064e-008,3.40825e-008,3.98794e-008,3.93905e-008,4.47683e-008,
423,3.24902e-007,1.52254e-008,3.84825e-008,4.36508e-008,1.24876e-007,5.6781e-008,1.21454e-007,6.18095e-008,5.00064e-008,6.50921e-008,5.97143e-008,1.47854e-007,3.27695e-007,4.16952e-008,5.58032e-008,3.43619e-008,9.87556e-008,5.38476e-008,4.77714e-008,5.44064e-008,4.86794e-008,7.22857e-008,2.78667e-008,3.96e-008,4.0927e-008,3.20571e-008,4.45587e-008,3.96e-008,4.62349e-008,
424,3.26718e-007,1.52254e-008,3.54095e-008,4.5327e-008,1.2327e-007,5.68508e-008,1.22362e-007,6.62794e-008,5.11238e-008,6.64191e-008,6.37651e-008,1.60006e-007,3.29441e-007,4.30921e-008,5.55937e-008,3.58984e-008,1.00711e-007,5.00762e-008,4.5746e-008,5.2381e-008,4.93079e-008,7.12381e-008,2.82857e-008,4.00191e-008,4.14159e-008,3.2546e-008,4.50476e-008,3.98794e-008,4.69333e-008,
425,3.26159e-007,1.52952e-008,3.70159e-008,4.67238e-008,1.21175e-007,5.71302e-008,1.30813e-007,6.69778e-008,5.16825e-008,6.70476e-008,6.17397e-008,1.4953e-007,3.29162e-007,4.33714e-008,5.72698e-008,3.64571e-008,1.01829e-007,5.15429e-008,4.71429e-008,5.60127e-008,4.88889e-008,7.10286e-008,2.78667e-008,4.2254e-008,4.09968e-008,3.24064e-008,4.49778e-008,4.00889e-008,4.69333e-008,
426,3.32165e-007,1.4946e-008,3.83429e-008,4.85397e-008,1.232e-007,5.56635e-008,1.15238e-007,6.68381e-008,5.31492e-008,6.87238e-008,6.3346e-008,1.52254e-007,3.34889e-007,4.47683e-008,5.82476e-008,3.68762e-008,1.03924e-007,5.18921e-008,4.79111e-008,6.79556e-008,4.97968e-008,7.00508e-008,2.85651e-008,4.23937e-008,4.11365e-008,3.26857e-008,4.49079e-008,4.00889e-008,4.95175e-008,
427,3.43549e-007,1.55048e-008,3.93206e-008,4.95873e-008,1.24527e-007,5.67111e-008,1.20546e-007,6.81651e-008,5.30095e-008,6.9073e-008,6.34159e-008,1.49949e-007,3.28254e-007,4.44191e-008,5.77587e-008,3.72952e-008,1.02737e-007,5.23111e-008,4.75619e-008,5.07048e-008,5.53143e-008,8.00381e-008,2.76571e-008,3.95302e-008,4.05079e-008,3.2127e-008,4.42794e-008,3.96698e-008,4.94476e-008,
428,3.64711e-007,1.51556e-008,3.6946e-008,5.13333e-008,1.26064e-007,5.90857e-008,1.17892e-007,6.28572e-008,5.35683e-008,7.04699e-008,6.50222e-008,1.51556e-007,3.30908e-007,4.56762e-008,5.85968e-008,3.76445e-008,1.09721e-007,5.30095e-008,4.86794e-008,7.04e-008,4.92381e-008,7.06095e-008,2.80762e-008,3.59683e-008,3.67365e-008,3.2546e-008,4.00191e-008,3.96e-008,4.47683e-008,
429,3.42432e-007,1.50857e-008,4.10667e-008,5.25206e-008,1.29276e-007,6.10413e-008,1.17333e-007,7.17968e-008,5.79683e-008,7.15175e-008,6.60699e-008,1.52952e-007,3.33352e-007,4.67937e-008,5.94349e-008,3.85524e-008,1.04902e-007,5.46159e-008,4.94476e-008,5.6781e-008,4.87492e-008,7.08889e-008,2.7727e-008,3.57587e-008,3.66667e-008,3.23365e-008,4.18349e-008,3.98794e-008,4.46286e-008,
430,3.30629e-007,1.51556e-008,3.9181e-008,5.41968e-008,1.30464e-007,6.09714e-008,1.20197e-007,7.01905e-008,5.83873e-008,7.23556e-008,6.71873e-008,1.53302e-007,3.33352e-007,4.72127e-008,6.01333e-008,3.86222e-008,1.0567e-007,5.51048e-008,4.97968e-008,6.50222e-008,4.97968e-008,7.24254e-008,2.78667e-008,3.97397e-008,4.06476e-008,3.2127e-008,4.45587e-008,3.97397e-008,4.6654e-008,
431,3.53886e-007,1.4946e-008,4.02984e-008,5.60825e-008,1.31581e-007,6.55111e-008,1.19848e-007,7.18667e-008,5.66413e-008,7.37524e-008,7.20064e-008,1.71879e-007,3.33702e-007,4.80508e-008,6.19492e-008,4.01587e-008,1.12584e-007,5.62921e-008,5.04952e-008,4.25333e-008,4.84698e-008,7.31238e-008,2.78667e-008,3.72952e-008,3.85524e-008,3.2127e-008,4.16952e-008,3.96e-008,4.63048e-008,
432,3.28603e-007,1.52952e-008,3.72254e-008,5.76191e-008,1.33257e-007,6.11111e-008,1.34933e-007,7.32635e-008,6.20191e-008,7.42413e-008,6.8654e-008,1.54279e-007,3.49416e-007,4.88889e-008,6.22286e-008,3.49206e-008,1.00432e-007,5.62921e-008,5.00064e-008,6.57905e-008,4.86794e-008,7.20064e-008,2.79365e-008,3.75048e-008,3.83429e-008,3.21968e-008,4.14857e-008,3.96e-008,4.60952e-008,
433,3.3901e-007,1.52254e-008,3.9181e-008,5.81778e-008,1.33397e-007,6.15302e-008,1.22222e-007,7.15873e-008,6.49524e-008,7.56381e-008,6.97016e-008,1.55117e-007,3.49975e-007,4.94476e-008,6.22286e-008,3.65968e-008,1.012e-007,5.09841e-008,4.84e-008,7.01206e-008,4.86095e-008,7.25651e-008,2.82159e-008,3.9181e-008,4.03683e-008,3.22667e-008,4.4e-008,3.91111e-008,4.86095e-008,
434,3.33283e-007,1.50159e-008,4.04381e-008,6.04127e-008,1.38216e-007,4.31619e-008,1.20756e-007,7.13778e-008,4.25333e-008,7.68254e-008,7.12381e-008,1.66502e-007,3.53467e-007,5.02159e-008,4.09968e-008,3.82032e-008,1.03575e-007,5.26603e-008,4.84e-008,7.3473e-008,4.99365e-008,6.93524e-008,2.74476e-008,3.61778e-008,3.6946e-008,3.2127e-008,4.02286e-008,3.97397e-008,4.78413e-008,
435,3.32514e-007,1.50857e-008,4.16952e-008,6.24381e-008,1.37308e-007,4.21143e-008,1.2313e-007,6.37651e-008,4.10667e-008,7.75937e-008,7.2146e-008,1.5833e-007,3.35308e-007,5.05651e-008,4.21841e-008,3.85524e-008,1.03854e-007,5.37778e-008,4.92381e-008,5.63619e-008,5.19619e-008,7.22159e-008,2.78667e-008,3.65968e-008,3.70159e-008,3.17778e-008,4.02286e-008,3.93206e-008,4.47683e-008,
436,3.29371e-007,1.54349e-008,3.37333e-008,5.37778e-008,1.47295e-007,4.34413e-008,1.35422e-007,6.56508e-008,4.20444e-008,8.34603e-008,7.27048e-008,1.56305e-007,3.31816e-007,5.09841e-008,4.29524e-008,3.89714e-008,1.04064e-007,5.38476e-008,4.93778e-008,5.30794e-008,4.88191e-008,7.12381e-008,2.80064e-008,3.61778e-008,3.65968e-008,3.24064e-008,4.00889e-008,3.97397e-008,4.47683e-008,
437,3.47111e-007,1.48064e-008,3.65968e-008,5.63619e-008,1.48552e-007,4.46286e-008,1.26133e-007,6.66286e-008,4.28825e-008,8.60445e-008,7.51492e-008,1.60356e-007,3.40616e-007,5.23111e-008,4.33016e-008,3.99492e-008,1.06927e-007,5.55937e-008,5.15429e-008,6.25079e-008,4.90286e-008,7.18667e-008,2.82857e-008,3.65968e-008,3.73651e-008,3.26857e-008,4.06476e-008,4.02286e-008,4.56064e-008,
438,3.33283e-007,1.4946e-008,3.75048e-008,5.73397e-008,1.43454e-007,4.33714e-008,1.18032e-007,6.74667e-008,4.37905e-008,8.63238e-008,7.53587e-008,1.58749e-007,3.36076e-007,5.28698e-008,4.37905e-008,4.04381e-008,1.16565e-007,5.62222e-008,5.14032e-008,5.55238e-008,4.91683e-008,7.31238e-008,2.7727e-008,3.74349e-008,3.86921e-008,3.21968e-008,4.37206e-008,4.19746e-008,4.60952e-008,
439,3.37543e-007,1.47365e-008,3.90413e-008,6.04825e-008,1.50648e-007,4.28127e-008,1.34235e-007,6.93524e-008,4.46286e-008,8.81397e-008,7.68952e-008,1.61683e-007,3.40197e-007,5.4127e-008,4.46286e-008,4.09968e-008,1.08254e-007,5.72e-008,5.21016e-008,4.77714e-008,5.66413e-008,8.10857e-008,2.78667e-008,3.72254e-008,3.84127e-008,3.27556e-008,4.14159e-008,4.20444e-008,4.58159e-008,
440,3.37613e-007,1.54349e-008,3.53397e-008,5.08445e-008,1.49251e-007,4.5746e-008,1.15308e-007,6.81651e-008,4.19746e-008,8.94667e-008,7.80127e-008,1.61473e-007,3.40267e-007,5.43365e-008,4.56064e-008,4.26032e-008,1.08952e-007,5.74095e-008,5.22413e-008,7.10984e-008,4.93079e-008,7.26349e-008,2.80762e-008,3.60381e-008,3.70159e-008,3.24064e-008,4.02984e-008,3.95302e-008,4.54667e-008,
441,3.31676e-007,1.50857e-008,3.6946e-008,5.33587e-008,1.53302e-007,4.67937e-008,1.25924e-007,6.62095e-008,4.23238e-008,3.01016e-008,7.80825e-008,1.59657e-007,3.3433e-007,5.42667e-008,4.58159e-008,3.75746e-008,1.01829e-007,5.71302e-008,5.18921e-008,5.37079e-008,4.81206e-008,7.13778e-008,2.77968e-008,3.91111e-008,4.00889e-008,3.23365e-008,4.39302e-008,3.93905e-008,4.61651e-008,
442,4.13251e-007,1.51556e-008,3.89016e-008,5.4546e-008,1.55537e-007,4.62349e-008,1.26064e-007,6.73968e-008,4.28127e-008,3.17778e-008,8.52762e-008,1.63778e-007,3.43829e-007,5.92254e-008,4.71429e-008,3.84825e-008,1.06089e-007,5.41968e-008,4.86794e-008,6.66286e-008,4.96571e-008,7.36127e-008,2.82857e-008,3.58286e-008,3.68064e-008,3.22667e-008,4.01587e-008,3.99492e-008,4.49778e-008,
443,3.57448e-007,1.50857e-008,3.9181e-008,5.52445e-008,1.52952e-007,4.74921e-008,1.25225e-007,6.39746e-008,4.63048e-008,3.20571e-008,7.44508e-008,1.61962e-007,3.41384e-007,5.6781e-008,4.74921e-008,3.97397e-008,1.0539e-007,5.51048e-008,5.07048e-008,4.68635e-008,5.67111e-008,8.20635e-008,2.8146e-008,3.72952e-008,3.85524e-008,3.26159e-008,4.17651e-008,3.97397e-008,4.75619e-008,
444,3.60311e-007,1.51556e-008,3.83429e-008,4.7073e-008,1.14959e-007,5.15429e-008,1.25994e-007,6.57206e-008,4.88889e-008,3.31746e-008,7.55683e-008,1.63917e-007,3.43898e-007,5.73397e-008,4.84698e-008,4.09968e-008,1.06159e-007,5.95048e-008,5.08444e-008,7.08191e-008,4.94476e-008,7.20064e-008,2.79365e-008,3.63873e-008,3.75746e-008,3.23365e-008,4.05079e-008,3.96698e-008,4.53968e-008,
445,3.52978e-007,1.54349e-008,3.98095e-008,4.76318e-008,1.12444e-007,5.19619e-008,1.29486e-007,6.75365e-008,4.69333e-008,3.31048e-008,7.45905e-008,1.60914e-007,3.37124e-007,5.68508e-008,4.83302e-008,4.07873e-008,1.04971e-007,5.5873e-008,5.06349e-008,5.79683e-008,4.81905e-008,7.20064e-008,2.75175e-008,3.56191e-008,3.6527e-008,3.19873e-008,3.96698e-008,3.93905e-008,4.42095e-008,
446,3.57587e-007,1.52254e-008,3.92508e-008,4.95175e-008,1.14959e-007,5.11937e-008,1.29765e-007,7.22857e-008,5.02159e-008,3.22667e-008,7.6127e-008,1.6301e-007,3.41803e-007,5.82476e-008,4.95873e-008,4.26032e-008,1.06089e-007,7.93397e-008,5.25206e-008,5.92254e-008,4.94476e-008,6.10413e-008,2.80064e-008,3.74349e-008,3.84127e-008,3.26159e-008,4.16254e-008,3.96698e-008,4.61651e-008,
447,3.62476e-007,1.47365e-008,4.05079e-008,5.04254e-008,1.17752e-007,5.21714e-008,1.32419e-007,6.96318e-008,4.65143e-008,3.23365e-008,7.73143e-008,1.7146e-007,3.6513e-007,5.90857e-008,5.07048e-008,4.30222e-008,1.08952e-007,8.11556e-008,5.37778e-008,3.51302e-008,4.7981e-008,5.8946e-008,2.7727e-008,3.96698e-008,4.07873e-008,3.2127e-008,4.45587e-008,3.97397e-008,4.67937e-008,
448,3.64502e-007,1.51556e-008,3.73651e-008,4.32318e-008,1.16356e-007,5.22413e-008,1.22781e-007,7.18667e-008,4.74921e-008,3.26159e-008,7.87111e-008,1.672e-007,3.67365e-007,3.84825e-008,5.20318e-008,4.27429e-008,1.09092e-007,6.37651e-008,5.72699e-008,4.60254e-008,4.94476e-008,5.97143e-008,2.79365e-008,3.75048e-008,3.84825e-008,3.27556e-008,4.16952e-008,3.96698e-008,4.62349e-008,
449,3.64641e-007,1.51556e-008,3.93905e-008,4.52572e-008,1.18241e-007,5.44762e-008,1.29137e-007,7.31937e-008,5.02857e-008,3.35937e-008,7.90603e-008,1.6741e-007,3.67086e-007,3.95302e-008,5.29397e-008,4.43492e-008,1.10489e-007,6.36952e-008,5.4546e-008,4.90984e-008,4.89587e-008,5.99238e-008,2.84952e-008,3.61778e-008,3.68762e-008,3.23365e-008,4.06476e-008,3.98794e-008,4.56064e-008,
450,7.71956e-007,1.51556e-008,4.04381e-008,4.60254e-008,1.19708e-007,5.4127e-008,1.2313e-007,6.1181e-008,4.96571e-008,3.32444e-008,7.86413e-008,1.65664e-007,3.61359e-007,3.94603e-008,5.24508e-008,3.98095e-008,1.03784e-007,6.2927e-008,5.37079e-008,6.80254e-008,5.20318e-008,5.95746e-008,2.79365e-008,3.72952e-008,3.8273e-008,3.28952e-008,4.1346e-008,3.96e-008,4.58857e-008,
451,3.68133e-007,1.50159e-008,4.20445e-008,4.7981e-008,1.22851e-007,5.41968e-008,1.29067e-007,6.81651e-008,5.33587e-008,3.50603e-008,8.06667e-008,1.69714e-007,3.69251e-007,4.11365e-008,5.65714e-008,4.10667e-008,1.07975e-007,5.90857e-008,5.07746e-008,7.29143e-008,5.1473e-008,6.01333e-008,2.84254e-008,3.77143e-008,3.85524e-008,3.24762e-008,4.16254e-008,4.02286e-008,4.64445e-008,
452,3.65549e-007,1.48762e-008,3.39429e-008,3.96698e-008,1.24946e-007,5.38476e-008,1.26552e-007,6.95619e-008,5.05651e-008,3.55492e-008,8.10857e-008,1.69086e-007,3.66737e-007,4.14159e-008,5.48254e-008,4.07873e-008,1.13492e-007,6.08318e-008,5.28698e-008,7.31238e-008,4.93079e-008,5.97841e-008,2.76571e-008,3.93206e-008,3.84127e-008,3.24762e-008,4.15556e-008,4.00191e-008,4.6654e-008,
453,3.61219e-007,1.53651e-008,3.68064e-008,4.14857e-008,1.24946e-007,5.65714e-008,1.41149e-007,6.83746e-008,5.14032e-008,3.52e-008,8.08762e-008,1.67759e-007,3.63943e-007,4.18349e-008,5.46857e-008,4.46286e-008,1.06787e-007,6.14603e-008,5.22413e-008,6.39048e-008,4.76318e-008,5.9854e-008,2.80064e-008,4.23238e-008,4.06476e-008,3.28952e-008,4.46286e-008,3.97397e-008,4.69333e-008,
454,3.66946e-007,1.52254e-008,3.79238e-008,4.25333e-008,1.26832e-007,5.8946e-008,1.44502e-007,7.25651e-008,5.16825e-008,3.83429e-008,8.24826e-008,1.70692e-007,3.6981e-007,4.30921e-008,5.65016e-008,4.33016e-008,1.08184e-007,6.13206e-008,5.30095e-008,8.17143e-008,4.86095e-008,6.07619e-008,2.8146e-008,3.60381e-008,3.66667e-008,3.24762e-008,4.03683e-008,3.96698e-008,4.51175e-008,
455,3.71067e-007,1.48762e-008,3.74349e-008,4.32318e-008,1.3207e-007,5.76191e-008,1.16146e-007,7.08889e-008,5.48254e-008,3.96e-008,8.29016e-008,1.70483e-007,3.68971e-007,4.54667e-008,5.66413e-008,4.51175e-008,1.08952e-007,6.27873e-008,5.42667e-008,5.62222e-008,4.88191e-008,5.93651e-008,2.80762e-008,4.10667e-008,3.83429e-008,3.26857e-008,4.14857e-008,3.96e-008,4.60254e-008,
456,3.48368e-007,1.52254e-008,3.49206e-008,4.53968e-008,1.41708e-007,5.72698e-008,1.17962e-007,6.66286e-008,5.33587e-008,3.77841e-008,8.37397e-008,1.716e-007,3.70508e-007,4.70032e-008,5.78286e-008,4.54667e-008,1.10908e-007,6.27175e-008,5.50349e-008,5.34984e-008,6.28572e-008,5.96445e-008,2.77968e-008,4.23238e-008,4.11365e-008,3.24064e-008,4.49778e-008,3.97397e-008,4.69333e-008,
457,3.53397e-007,1.50857e-008,3.6946e-008,4.74921e-008,1.34864e-007,5.94349e-008,1.22222e-007,6.92127e-008,5.41968e-008,3.86222e-008,8.52762e-008,1.74324e-007,3.75886e-007,4.46984e-008,5.8946e-008,4.42095e-008,1.13352e-007,6.43238e-008,5.55238e-008,4.91683e-008,4.88191e-008,6.07619e-008,2.80064e-008,4.01587e-008,4.11365e-008,3.2546e-008,4.46984e-008,4.02286e-008,4.72825e-008,
458,3.45924e-007,1.52254e-008,3.85524e-008,5.08445e-008,1.28368e-007,5.64318e-008,1.28438e-007,6.50921e-008,5.39175e-008,3.86222e-008,8.44381e-008,1.71251e-007,3.68133e-007,4.49778e-008,5.85968e-008,4.58857e-008,1.11327e-007,6.48127e-008,5.43365e-008,6.23683e-008,4.90286e-008,5.99238e-008,2.77968e-008,3.6946e-008,3.83429e-008,3.18476e-008,4.12064e-008,3.93206e-008,4.56762e-008,
459,3.4753e-007,1.50159e-008,3.87619e-008,4.89587e-008,1.35911e-007,5.86667e-008,1.41149e-007,7.27746e-008,5.44762e-008,4.01587e-008,9.56826e-008,1.81168e-007,3.696e-007,4.54667e-008,5.95746e-008,4.25333e-008,1.06438e-007,6.55111e-008,5.56635e-008,6.13206e-008,4.80508e-008,6.8654e-008,2.80762e-008,3.61079e-008,3.68064e-008,3.24762e-008,4.03683e-008,3.98095e-008,4.50476e-008,
460,3.59124e-007,1.54349e-008,3.6946e-008,5.14032e-008,1.36889e-007,6.06222e-008,1.22711e-007,6.80952e-008,5.60127e-008,4.11365e-008,8.79302e-008,1.74394e-007,3.73791e-007,4.68635e-008,6.08318e-008,4.29524e-008,1.09092e-007,5.95746e-008,5.34286e-008,7.38222e-008,4.95873e-008,6.04127e-008,2.82159e-008,3.92508e-008,4.07873e-008,3.20571e-008,4.46286e-008,4.00191e-008,4.62349e-008,
461,3.46483e-007,1.54349e-008,3.81333e-008,5.28e-008,1.4073e-007,6.88635e-008,1.51486e-007,6.83746e-008,5.62222e-008,4.32318e-008,9.21905e-008,1.73206e-007,3.49276e-007,4.70032e-008,6.07619e-008,4.4e-008,1.09162e-007,6.15302e-008,5.44064e-008,6.16699e-008,4.86095e-008,5.97841e-008,2.76571e-008,3.73651e-008,3.83429e-008,3.24762e-008,4.1346e-008,3.98794e-008,4.60952e-008,
462,3.57029e-007,1.48064e-008,3.93206e-008,5.48254e-008,1.43244e-007,6.34159e-008,1.1901e-007,7.12381e-008,5.76191e-008,4.26032e-008,8.98857e-008,1.8906e-007,3.59752e-007,4.90286e-008,6.26476e-008,4.47683e-008,1.10698e-007,6.29968e-008,5.5454e-008,7.29841e-008,5.00064e-008,6.15302e-008,2.7727e-008,3.98794e-008,4.12064e-008,3.2546e-008,4.50476e-008,4.00191e-008,4.71429e-008,
463,3.46552e-007,1.55048e-008,4.02984e-008,5.49651e-008,1.35492e-007,6.28571e-008,1.17613e-007,6.90032e-008,5.74794e-008,4.21143e-008,8.84191e-008,1.8501e-007,3.49206e-007,5.13333e-008,6.20191e-008,4.51175e-008,1.08603e-007,6.27873e-008,5.4127e-008,4.92381e-008,7.22159e-008,5.81778e-008,2.79365e-008,3.58286e-008,3.6527e-008,3.26159e-008,3.97397e-008,3.96698e-008,4.46984e-008,
464,3.79657e-007,1.53651e-008,3.77841e-008,6.22286e-008,1.48832e-007,6.39746e-008,1.26762e-007,7.09587e-008,5.99238e-008,4.44191e-008,1.02946e-007,1.91505e-007,3.76165e-007,5.31492e-008,6.39048e-008,4.71429e-008,1.12584e-007,6.41143e-008,5.69206e-008,5.12635e-008,4.94476e-008,6.03429e-008,2.78667e-008,3.82032e-008,4.12762e-008,3.30349e-008,4.23238e-008,4.02286e-008,4.69333e-008,
465,3.4781e-007,1.52952e-008,4.84e-008,5.92952e-008,1.48203e-007,4.30222e-008,1.17822e-007,6.62095e-008,4.12762e-008,4.37206e-008,8.98857e-008,1.86406e-007,3.50533e-007,4.94476e-008,4.14159e-008,4.7073e-008,1.1e-007,6.47429e-008,5.59429e-008,7.27048e-008,4.82603e-008,5.93651e-008,2.7727e-008,3.96e-008,4.26032e-008,3.26159e-008,4.42095e-008,3.93905e-008,4.63048e-008,
466,3.56889e-007,1.51556e-008,4.23238e-008,6.08318e-008,1.48692e-007,4.44889e-008,1.54489e-007,6.94222e-008,4.33714e-008,4.5327e-008,9.22603e-008,1.8934e-007,3.59683e-007,5.15429e-008,4.3581e-008,4.68635e-008,1.14051e-007,6.59302e-008,6.43937e-008,6.36254e-008,4.94476e-008,6.04825e-008,2.82159e-008,3.82032e-008,4.09968e-008,3.27556e-008,4.21143e-008,4.00191e-008,4.68635e-008,
467,3.58425e-007,1.4946e-008,4.15556e-008,6.53714e-008,1.47295e-007,4.46984e-008,1.2739e-007,7.53587e-008,4.37206e-008,4.58159e-008,9.3727e-008,1.91505e-007,3.61219e-007,5.20318e-008,4.42095e-008,4.81905e-008,1.15238e-007,6.66984e-008,5.70603e-008,5.69206e-008,7.26349e-008,6.04127e-008,2.82857e-008,3.79937e-008,3.90413e-008,3.42921e-008,4.0927e-008,4.01587e-008,4.49778e-008,
468,3.52489e-007,1.53651e-008,3.43619e-008,5.44064e-008,1.49041e-007,4.70032e-008,1.53651e-007,7.50794e-008,4.42794e-008,4.64444e-008,9.51937e-008,1.81029e-007,3.53816e-007,5.22413e-008,4.41397e-008,4.41397e-008,1.07835e-007,7.39619e-008,5.68508e-008,6.27873e-008,4.86095e-008,5.92952e-008,2.78667e-008,4.2254e-008,4.25333e-008,3.3873e-008,4.41397e-008,3.93206e-008,4.63048e-008,
469,3.75048e-007,1.4946e-008,3.63873e-008,5.60127e-008,1.5379e-007,4.39302e-008,1.17822e-007,7.39619e-008,4.43492e-008,4.70032e-008,9.33079e-008,1.79981e-007,3.54794e-007,5.25905e-008,4.58857e-008,4.50476e-008,1.08533e-007,6.34857e-008,5.50349e-008,5.93651e-008,4.85397e-008,5.97841e-008,2.78667e-008,3.79937e-008,3.86921e-008,3.2127e-008,3.99492e-008,3.9181e-008,4.49079e-008,
470,3.5654e-007,1.50857e-008,3.71556e-008,5.69206e-008,1.52743e-007,4.87492e-008,1.25225e-007,7.47302e-008,4.37905e-008,4.88191e-008,9.84762e-008,1.81448e-007,3.57867e-007,5.39175e-008,5.00762e-008,4.60254e-008,1.11187e-007,6.0273e-008,5.56635e-008,6.59302e-008,4.90984e-008,6.04825e-008,2.80762e-008,4.19746e-008,4.28825e-008,3.18476e-008,4.44191e-008,3.92508e-008,4.5746e-008,
471,3.6094e-007,1.48762e-008,3.87619e-008,5.94349e-008,1.54559e-007,4.65143e-008,1.27879e-007,7.77333e-008,4.54667e-008,5.23111e-008,9.49143e-008,1.85289e-007,3.62197e-007,5.4546e-008,4.6654e-008,4.72127e-008,1.10838e-007,6.32064e-008,5.65016e-008,4.30222e-008,7.36826e-008,6.95619e-008,2.7727e-008,3.58286e-008,3.82032e-008,3.26857e-008,4.01587e-008,3.98794e-008,4.49778e-008,
472,3.61359e-007,1.52254e-008,3.50603e-008,5.04952e-008,1.19149e-007,4.74921e-008,1.21873e-007,7.6127e-008,4.42095e-008,5.11238e-008,9.56127e-008,1.848e-007,3.62616e-007,5.85968e-008,4.74921e-008,4.74921e-008,1.12794e-007,6.18794e-008,5.74095e-008,7.75238e-008,4.92381e-008,6.03429e-008,2.79365e-008,4.00191e-008,4.29524e-008,3.29651e-008,4.46984e-008,3.99492e-008,4.70032e-008,
473,3.65829e-007,1.50159e-008,3.6946e-008,5.20318e-008,1.24806e-007,4.96571e-008,1.49041e-007,7.33333e-008,4.56762e-008,5.25206e-008,9.71492e-008,1.87454e-007,3.67156e-007,5.9854e-008,4.58857e-008,4.9727e-008,1.15867e-007,6.34857e-008,5.87365e-008,5.88064e-008,5.9854e-008,6.06222e-008,2.7727e-008,3.75746e-008,4.07175e-008,3.22667e-008,4.20444e-008,3.96698e-008,4.67937e-008,
474,3.63524e-007,1.50857e-008,3.79937e-008,5.35683e-008,1.22013e-007,5.11238e-008,1.2753e-007,7.79429e-008,5.16127e-008,5.32889e-008,9.72191e-008,1.86756e-007,3.64851e-007,5.70603e-008,4.68635e-008,4.94476e-008,1.14959e-007,6.43238e-008,5.90159e-008,6.25079e-008,5.19619e-008,6.09016e-008,2.82857e-008,3.68762e-008,3.91111e-008,3.26857e-008,4.08571e-008,4.00889e-008,4.59556e-008,
475,3.60171e-007,1.51556e-008,3.93206e-008,5.53143e-008,1.19708e-007,5.25905e-008,1.57492e-007,7.40318e-008,4.60254e-008,5.70603e-008,9.70794e-008,1.86337e-007,3.62895e-007,5.69905e-008,4.67238e-008,4.88191e-008,1.1447e-007,6.43238e-008,5.84572e-008,4.78413e-008,5.74794e-008,6.97016e-008,2.79365e-008,3.74349e-008,4.02286e-008,3.26159e-008,4.14159e-008,3.96e-008,4.58159e-008,
476,3.64432e-007,1.51556e-008,3.66667e-008,4.72825e-008,1.24667e-007,5.57333e-008,1.20756e-007,7.96889e-008,4.84698e-008,5.56635e-008,1.04203e-007,1.87733e-007,3.66667e-007,5.83873e-008,4.79111e-008,5.07048e-008,1.17194e-007,6.5581e-008,5.90159e-008,8.12254e-008,4.93778e-008,6.07619e-008,2.79365e-008,3.63873e-008,3.91111e-008,3.39429e-008,4.05778e-008,3.94603e-008,4.51175e-008,
477,3.63454e-007,1.52254e-008,3.82032e-008,4.87492e-008,1.276e-007,5.35683e-008,1.21943e-007,7.37524e-008,5.25905e-008,5.64318e-008,9.88254e-008,1.97232e-007,3.66178e-007,5.85968e-008,4.81905e-008,4.6654e-008,1.10698e-007,6.61397e-008,5.93651e-008,5.85968e-008,5.14032e-008,6.04825e-008,2.79365e-008,3.94603e-008,4.2673e-008,3.21968e-008,4.43492e-008,3.98095e-008,4.65143e-008,
