All ´a´ string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
813,6.80149e-007,1.408e-008,4.08013e-008,5.53981e-008,1.82265e-007,7.8746e-008,2.25734e-007,1.16551e-007,6.85213e-008,9.10102e-008,8.14349e-008,7.55124e-008,2.67764e-007,6.13206e-008,5.78146e-008,4.59206e-008,1.22802e-007,6.21657e-008,5.69905e-008,6.50152e-008,6.37022e-008,7.23905e-008,9.89092e-008,5.06559e-008,5.41898e-008,2.27885e-007,5.30235e-008,7.27816e-008,6.74108e-008,
814,6.67941e-007,1.5826e-008,4.51105e-008,5.53492e-008,1.72836e-007,8.10857e-008,2.27669e-007,1.16991e-007,6.49873e-008,9.34686e-008,8.37537e-008,7.66857e-008,2.75028e-007,6.25359e-008,6.15581e-008,4.6661e-008,1.17969e-007,6.31505e-008,5.78146e-008,6.24241e-008,6.85562e-008,7.45556e-008,9.87276e-008,5.07118e-008,4.99295e-008,2.29373e-007,5.31352e-008,7.17759e-008,6.61956e-008,
815,6.70295e-007,1.33397e-008,4.06616e-008,5.52794e-008,1.65992e-007,7.97727e-008,2.18911e-007,1.23291e-007,7.09518e-008,9.44045e-008,8.50527e-008,7.76984e-008,2.71529e-007,6.336e-008,6.06292e-008,4.752e-008,1.20937e-007,6.35486e-008,5.8967e-008,5.37848e-008,6.32902e-008,7.10076e-008,9.83924e-008,5.07606e-008,4.99714e-008,2.13589e-007,5.324e-008,7.62806e-008,6.49733e-008,
816,6.67417e-007,1.32559e-008,4.08013e-008,5.54749e-008,1.67472e-007,8.14978e-008,2.79295e-007,1.25037e-007,6.98343e-008,9.57873e-008,8.48991e-008,7.88229e-008,2.73422e-007,6.3814e-008,6.5134e-008,4.98667e-008,1.2158e-007,6.48616e-008,5.8506e-008,7.18737e-008,6.35346e-008,7.12172e-008,9.78756e-008,5.06838e-008,4.99924e-008,2.15006e-007,5.53213e-008,7.55194e-008,6.72362e-008,
817,7.03057e-007,1.33048e-008,4.05987e-008,5.56495e-008,1.6602e-007,8.20426e-008,2.2396e-007,1.18018e-007,7.17689e-008,9.85251e-008,8.63867e-008,8.4466e-008,2.71068e-007,6.424e-008,6.10902e-008,4.81975e-008,1.2077e-007,6.5574e-008,6.04337e-008,7.58895e-008,6.30108e-008,7.24114e-008,9.71213e-008,5.09352e-008,5.26952e-008,2.10928e-007,5.53213e-008,7.36756e-008,6.58813e-008,
818,7.11962e-007,1.34025e-008,4.08083e-008,5.56845e-008,1.66083e-007,8.34464e-008,2.66486e-007,1.17669e-007,6.7774e-008,9.83854e-008,8.756e-008,8.57302e-008,2.86775e-007,6.57905e-008,6.31924e-008,4.87562e-008,1.21126e-007,6.65448e-008,5.89041e-008,8.0527e-008,6.3821e-008,7.2153e-008,9.73727e-008,5.07886e-008,5.28559e-008,2.11109e-007,5.65505e-008,7.30749e-008,6.47219e-008,
819,7.04126e-007,1.3221e-008,4.05079e-008,5.56006e-008,1.66557e-007,8.32857e-008,2.14748e-007,1.21342e-007,6.79905e-008,3.92997e-008,8.86845e-008,8.69314e-008,2.87865e-007,6.60419e-008,6.26476e-008,4.52292e-008,1.16202e-007,6.68311e-008,5.99448e-008,6.17537e-008,6.61257e-008,7.14965e-008,9.6367e-008,5.05791e-008,5.25416e-008,2.09098e-007,5.42737e-008,7.18248e-008,6.72921e-008,
820,6.81839e-007,1.35073e-008,4.05429e-008,5.60686e-008,1.66893e-007,8.4906e-008,2.21648e-007,1.24848e-007,6.84165e-008,4.46006e-008,9.07657e-008,8.84121e-008,2.93613e-007,6.75714e-008,6.56438e-008,4.63327e-008,1.21761e-007,6.21587e-008,5.80032e-008,6.56368e-008,6.39467e-008,7.25441e-008,9.69606e-008,5.06698e-008,5.25625e-008,2.10627e-007,5.31213e-008,7.63854e-008,6.6e-008,
821,7.07723e-007,1.54698e-008,4.05149e-008,5.59079e-008,1.65601e-007,8.60514e-008,2.34597e-007,1.22048e-007,7.18737e-008,4.28825e-008,8.85518e-008,8.20705e-008,2.87984e-007,6.77391e-008,6.80184e-008,4.67448e-008,1.20253e-007,6.57416e-008,5.86248e-008,6.48756e-008,6.53225e-008,7.24184e-008,9.61645e-008,5.07606e-008,4.99156e-008,2.19316e-007,5.31632e-008,7.25441e-008,6.37791e-008,
822,7.09441e-007,1.41149e-008,4.05708e-008,5.58241e-008,1.65412e-007,8.77206e-008,2.18792e-007,1.19296e-007,7.30121e-008,4.4426e-008,8.8433e-008,8.29854e-008,2.73589e-007,6.90102e-008,6.53086e-008,4.77435e-008,1.20218e-007,6.424e-008,5.8974e-008,7.60711e-008,7.15524e-008,7.44229e-008,1.00215e-007,5.07118e-008,4.99365e-008,2.19127e-007,5.86667e-008,7.4346e-008,6.73619e-008,
823,7.07625e-007,1.33048e-008,4.03962e-008,5.61384e-008,1.78542e-007,8.7993e-008,2.96309e-007,1.22131e-007,7.63924e-008,4.40349e-008,8.40819e-008,8.4941e-008,2.95624e-007,6.92616e-008,6.62584e-008,4.8854e-008,1.21126e-007,6.556e-008,6.2466e-008,4.68216e-008,6.63143e-008,7.15873e-008,9.44953e-008,5.07257e-008,4.98806e-008,2.15377e-007,5.54819e-008,6.88914e-008,6.57416e-008,
824,6.78606e-007,1.32349e-008,4.35041e-008,5.62222e-008,1.76496e-007,8.91733e-008,2.34331e-007,1.21133e-007,7.76775e-008,4.52781e-008,8.52692e-008,8.60933e-008,2.91978e-007,7.05048e-008,6.65587e-008,4.98667e-008,1.22418e-007,6.56578e-008,6.06921e-008,8.2713e-008,6.61397e-008,7.2586e-008,9.46768e-008,5.07048e-008,5.61035e-008,2.15984e-007,5.35403e-008,6.67333e-008,6.44006e-008,
825,6.74778e-007,1.39822e-008,4.28337e-008,5.60825e-008,1.76224e-007,8.87613e-008,2.3862e-007,1.21133e-007,7.28514e-008,4.40908e-008,8.59118e-008,8.67079e-008,2.8387e-007,7.07772e-008,6.7327e-008,5.0174e-008,1.2218e-007,6.69987e-008,6.18165e-008,6.20191e-008,6.53295e-008,7.19505e-008,9.38038e-008,5.06768e-008,5.07537e-008,2.14273e-007,5.33238e-008,7.15175e-008,6.6447e-008,
826,6.78047e-007,1.32629e-008,4.37695e-008,5.57613e-008,1.75204e-007,9.08635e-008,2.23255e-007,1.25672e-007,7.63784e-008,4.52152e-008,9.64997e-008,8.77206e-008,2.84003e-007,7.20552e-008,6.87867e-008,5.0174e-008,1.22516e-007,6.82698e-008,6.23403e-008,7.04629e-008,6.87867e-008,7.50025e-008,9.39295e-008,5.06768e-008,5.00622e-008,2.02274e-007,5.33238e-008,7.03721e-008,6.512e-008,
827,6.79318e-007,1.42267e-008,4.17651e-008,5.62013e-008,1.75462e-007,9.40762e-008,2.4383e-007,1.29199e-007,7.69232e-008,4.72127e-008,9.74984e-008,8.70851e-008,2.80699e-007,7.23835e-008,7.13568e-008,5.13613e-008,1.23975e-007,7.25581e-008,6.20121e-008,4.96432e-008,7.22438e-008,8.17143e-008,9.36502e-008,5.09143e-008,5.00971e-008,2.03776e-007,5.33448e-008,6.9073e-008,6.3807e-008,
828,6.75994e-007,1.41708e-008,4.07873e-008,5.58521e-008,1.74024e-007,9.92794e-008,2.43446e-007,1.25533e-007,7.49397e-008,5.27162e-008,9.29518e-008,8.81048e-008,2.81439e-007,7.37384e-008,7.01695e-008,4.7073e-008,1.18262e-007,7.62457e-008,6.58743e-008,7.60921e-008,6.84584e-008,6.95549e-008,9.88883e-008,5.06489e-008,4.98876e-008,2.01317e-007,5.33448e-008,6.81581e-008,6.67054e-008,
829,6.80652e-007,1.4541e-008,4.32318e-008,5.61943e-008,1.65203e-007,9.16527e-008,2.66354e-007,1.26608e-007,7.57778e-008,4.73314e-008,9.37549e-008,8.99975e-008,2.80252e-007,7.33194e-008,7.07841e-008,4.78413e-008,1.23123e-007,6.74318e-008,6.35765e-008,6.14673e-008,6.57695e-008,6.82698e-008,9.83295e-008,5.09771e-008,4.99225e-008,2.02812e-007,5.88972e-008,7.17829e-008,6.52248e-008,
830,7.07569e-007,1.32698e-008,4.07454e-008,5.60965e-008,1.653e-007,9.01441e-008,2.99158e-007,1.25037e-007,7.63225e-008,5.0167e-008,9.55568e-008,9.09194e-008,2.8357e-007,7.46533e-008,7.18946e-008,4.87283e-008,1.21754e-007,6.91778e-008,6.45054e-008,6.3821e-008,6.49454e-008,7.03651e-008,9.77499e-008,5.07257e-008,4.99714e-008,1.99537e-007,5.64387e-008,7.64064e-008,6.43867e-008,
831,6.80848e-007,1.42546e-008,4.08781e-008,5.8073e-008,1.65098e-007,8.57372e-008,3.05709e-007,1.29807e-007,7.67905e-008,4.93359e-008,9.53473e-008,9.16597e-008,2.95987e-007,7.8334e-008,7.22718e-008,4.93429e-008,1.22516e-007,7.10286e-008,6.09924e-008,3.65829e-008,6.35835e-008,6.60629e-008,9.69327e-008,5.06349e-008,5.13194e-008,1.97616e-007,5.68718e-008,7.53378e-008,6.71384e-008,
832,6.82021e-007,1.34165e-008,4.06616e-008,5.56984e-008,1.66774e-007,8.94737e-008,2.30811e-007,1.23619e-007,7.7873e-008,4.91822e-008,9.64159e-008,9.14711e-008,3.07225e-007,5.25276e-008,7.76006e-008,4.96083e-008,1.22544e-007,7.13778e-008,6.30178e-008,4.97619e-008,6.34089e-008,6.6461e-008,9.69467e-008,5.06419e-008,4.97829e-008,1.97651e-007,5.56146e-008,7.37873e-008,6.56787e-008,
833,7.084e-007,1.33537e-008,4.05568e-008,5.55029e-008,1.63994e-007,9.43276e-008,2.16061e-007,1.29311e-007,8.70432e-008,5.07746e-008,9.71841e-008,9.20787e-008,2.9274e-007,5.40083e-008,7.42133e-008,5.10191e-008,1.25044e-007,9.43695e-008,6.71524e-008,4.36019e-008,6.20749e-008,6.70127e-008,9.53613e-008,5.07816e-008,4.99924e-008,1.94871e-007,5.78076e-008,7.29562e-008,6.44775e-008,
834,7.12807e-007,1.45619e-008,4.06756e-008,5.59429e-008,1.65007e-007,9.65137e-008,2.28325e-007,1.66076e-007,8.38445e-008,5.23041e-008,9.2847e-008,9.39924e-008,2.99961e-007,5.38197e-008,7.52889e-008,5.21225e-008,1.25142e-007,7.26699e-008,6.34159e-008,7.57987e-008,6.34368e-008,7.53168e-008,9.0633e-008,5.07048e-008,5.00902e-008,1.94522e-007,5.5433e-008,7.18318e-008,6.72572e-008,
835,7.14644e-007,1.33397e-008,4.09479e-008,5.52864e-008,1.65021e-007,9.72889e-008,2.37684e-007,1.28166e-007,8.03314e-008,5.43225e-008,9.3734e-008,9.49702e-008,3.01309e-007,5.48324e-008,9.12057e-008,5.24298e-008,1.27796e-007,7.39689e-008,6.43657e-008,7.93118e-008,6.22006e-008,6.62095e-008,9.03118e-008,5.07537e-008,4.99225e-008,1.958e-007,5.47346e-008,7.64483e-008,6.57975e-008,
836,7.09706e-007,1.32419e-008,4.05149e-008,6.09295e-008,1.67444e-007,1.00278e-007,2.31237e-007,1.43035e-007,8.17702e-008,5.39733e-008,9.48445e-008,9.57594e-008,3.01316e-007,5.66133e-008,8.07854e-008,5.29606e-008,1.35052e-007,7.68883e-008,6.54064e-008,6.09295e-008,6.36324e-008,6.67613e-008,9.00603e-008,5.07257e-008,4.98248e-008,1.93181e-007,5.34146e-008,7.13987e-008,6.43308e-008,
837,6.89808e-007,1.33048e-008,4.08571e-008,5.57403e-008,1.64972e-007,7.3913e-008,3.16067e-007,1.21908e-007,6.27245e-008,5.4553e-008,1.00076e-007,9.53613e-008,3.01826e-007,5.68368e-008,5.64806e-008,4.89518e-008,1.23144e-007,7.48629e-008,6.50921e-008,6.20191e-008,6.26127e-008,6.69289e-008,8.94457e-008,5.08584e-008,4.98108e-008,1.91554e-007,5.33168e-008,6.98064e-008,6.73549e-008,
838,6.87608e-007,1.32908e-008,4.20305e-008,5.55797e-008,1.65182e-007,7.16222e-008,2.9853e-007,1.29702e-007,6.48127e-008,5.53352e-008,1.01165e-007,9.64927e-008,3.07874e-007,5.76191e-008,5.77867e-008,5.00483e-008,1.22411e-007,6.98133e-008,6.08527e-008,9.58362e-008,6.64889e-008,6.72083e-008,8.98019e-008,5.07187e-008,5.01391e-008,1.9404e-007,5.41549e-008,6.908e-008,6.43518e-008,
839,6.9057e-007,1.32559e-008,4.03683e-008,5.49232e-008,1.64721e-007,7.50445e-008,2.67911e-007,1.24813e-007,6.70686e-008,5.4986e-008,1.01696e-007,9.1974e-008,3.04075e-007,5.86318e-008,5.95537e-008,5.1047e-008,1.25721e-007,7.15594e-008,6.36952e-008,6.52387e-008,5.82965e-008,6.62165e-008,8.87124e-008,5.07746e-008,5.22762e-008,1.89465e-007,5.32051e-008,6.81511e-008,6.1167e-008,
840,6.90744e-007,1.34025e-008,4.06337e-008,5.53981e-008,1.63785e-007,7.59245e-008,2.39975e-007,1.26664e-007,6.73479e-008,5.61314e-008,1.0245e-007,9.91397e-008,3.05144e-007,5.82616e-008,5.97981e-008,5.19689e-008,1.26231e-007,7.70699e-008,6.35975e-008,6.27035e-008,6.31295e-008,7.15664e-008,9.11918e-008,5.31213e-008,5.32121e-008,1.89877e-007,5.33029e-008,7.2153e-008,6.40584e-008,
841,6.89075e-007,1.32279e-008,4.10038e-008,5.5461e-008,1.6338e-007,7.59035e-008,2.35128e-007,1.3177e-007,6.68032e-008,5.69975e-008,9.8567e-008,1.00285e-007,3.08398e-007,5.90438e-008,5.96724e-008,5.31283e-008,1.26999e-007,7.58197e-008,6.40095e-008,5.54679e-008,6.33949e-008,6.66286e-008,8.80978e-008,5.06559e-008,4.98318e-008,1.96729e-007,5.31283e-008,7.09937e-008,6.36673e-008,
842,7.18792e-007,1.33467e-008,4.08083e-008,5.57683e-008,1.64392e-007,7.832e-008,2.39681e-007,1.31106e-007,6.59232e-008,5.80591e-008,1.09742e-007,9.55638e-008,3.11688e-007,6.38279e-008,5.75772e-008,5.37638e-008,1.25749e-007,7.58825e-008,6.4694e-008,7.0854e-008,6.50641e-008,6.69359e-008,8.79372e-008,5.07676e-008,4.99714e-008,1.87538e-007,5.44692e-008,6.97505e-008,6.06083e-008,
843,6.91429e-007,1.34654e-008,4.07175e-008,5.59149e-008,1.62863e-007,7.84178e-008,2.36008e-007,1.30736e-007,6.75505e-008,5.97492e-008,1.10726e-007,9.64368e-008,3.19698e-007,6.42051e-008,6.28781e-008,5.70324e-008,1.2709e-007,7.94025e-008,6.6447e-008,5.38057e-008,6.23124e-008,6.70895e-008,8.70502e-008,5.06559e-008,5.07886e-008,1.89884e-007,5.42248e-008,7.12381e-008,6.2941e-008,
844,6.94823e-007,1.32629e-008,4.10737e-008,5.64387e-008,1.75309e-007,8.19518e-008,2.72667e-007,1.33411e-007,7.29422e-008,5.94279e-008,1.1162e-007,9.592e-008,3.14272e-007,6.51619e-008,5.90648e-008,5.632e-008,1.28096e-007,7.68464e-008,6.92616e-008,7.81873e-008,6.35975e-008,6.67962e-008,8.8894e-008,5.07187e-008,5.22483e-008,1.84346e-007,5.31841e-008,7.17479e-008,6.1593e-008,
845,6.92686e-007,1.32349e-008,4.10108e-008,5.64667e-008,1.64295e-007,8.28387e-008,3.0874e-007,1.27677e-007,6.89962e-008,6.08737e-008,1.07109e-007,1.03379e-007,3.09306e-007,6.59511e-008,6.10902e-008,5.66203e-008,1.35234e-007,7.65251e-008,7.02533e-008,6.46591e-008,6.35905e-008,6.71943e-008,8.63029e-008,5.07257e-008,5.08025e-008,1.85855e-007,5.32819e-008,7.6141e-008,6.03918e-008,
846,7.07066e-007,1.32419e-008,4.08571e-008,5.62222e-008,1.60851e-007,8.14978e-008,2.31929e-007,1.28222e-007,7.24254e-008,6.08108e-008,1.08526e-007,1.04231e-007,3.10109e-007,6.732e-008,6.08387e-008,5.4581e-008,1.29563e-007,7.67695e-008,7.01346e-008,6.92267e-008,6.36603e-008,6.71733e-008,8.8021e-008,5.06768e-008,5.00413e-008,1.87594e-007,5.31911e-008,7.50724e-008,7.3913e-008,
847,7.06472e-007,1.32419e-008,4.20864e-008,5.69765e-008,1.74729e-007,9.08914e-008,2.30302e-007,1.26315e-007,6.8661e-008,6.17187e-008,1.10377e-007,1.05314e-007,3.10996e-007,6.79695e-008,6.13695e-008,5.15289e-008,1.32265e-007,7.22159e-008,6.67473e-008,4.94895e-008,6.40165e-008,6.59651e-008,8.57441e-008,5.3233e-008,5.26673e-008,1.82223e-007,5.34006e-008,7.3494e-008,6.67892e-008,
848,7.36707e-007,1.32629e-008,4.33924e-008,5.6753e-008,1.7262e-007,8.32927e-008,2.42503e-007,1.21943e-007,7.43181e-008,6.292e-008,1.08743e-007,1.04573e-007,3.1402e-007,6.83397e-008,6.26406e-008,5.28559e-008,1.32154e-007,7.58895e-008,6.86121e-008,6.75784e-008,6.35067e-008,6.63283e-008,8.50667e-008,5.06908e-008,5.26952e-008,1.80023e-007,5.31981e-008,7.26e-008,6.42959e-008,
849,7.05809e-007,1.40102e-008,4.67797e-008,5.69137e-008,1.70895e-007,8.25314e-008,2.45981e-007,1.17536e-007,7.40178e-008,6.6433e-008,1.0979e-007,1.05495e-007,3.13629e-007,6.97295e-008,6.30457e-008,5.30445e-008,1.35785e-007,7.524e-008,6.85632e-008,7.9221e-008,6.2501e-008,7.18178e-008,8.48362e-008,5.05791e-008,5.27581e-008,1.94047e-007,5.31841e-008,7.16432e-008,6.71245e-008,
850,6.97575e-007,1.4094e-008,4.59067e-008,5.65784e-008,1.68283e-007,8.03873e-008,2.31398e-007,1.2276e-007,7.17689e-008,6.87098e-008,1.05397e-007,1.08017e-007,3.13385e-007,7.06375e-008,6.43378e-008,5.45111e-008,1.3413e-007,7.53657e-008,6.93733e-008,7.10775e-008,6.26406e-008,6.76692e-008,8.60514e-008,5.06629e-008,5.27092e-008,1.86707e-007,5.32051e-008,7.63225e-008,6.57346e-008,
851,7.05362e-007,1.4066e-008,4.07524e-008,5.70184e-008,1.69889e-007,8.18121e-008,3.19608e-007,1.33795e-007,7.02743e-008,6.82559e-008,1.17319e-007,1.08345e-007,3.1636e-007,7.11403e-008,6.74946e-008,5.59708e-008,1.34961e-007,7.58546e-008,7.03162e-008,5.71791e-008,5.48394e-008,6.66565e-008,8.41029e-008,5.07118e-008,5.27162e-008,1.8802e-007,5.3261e-008,7.49467e-008,6.42819e-008,
852,7.32223e-007,1.4059e-008,4.06476e-008,5.68438e-008,1.67417e-007,8.4026e-008,2.35211e-007,1.20427e-007,8.04711e-008,6.6021e-008,1.18157e-007,1.09211e-007,3.09006e-007,7.22299e-008,6.53505e-008,5.63619e-008,1.37084e-007,7.73143e-008,6.96806e-008,6.34089e-008,6.41352e-008,6.67403e-008,8.72387e-008,5.06489e-008,5.27162e-008,1.8311e-007,5.34356e-008,7.3466e-008,6.71873e-008,
853,7.05886e-007,1.4094e-008,4.17581e-008,5.66692e-008,1.68122e-007,9.25676e-008,2.34841e-007,1.24646e-007,7.46533e-008,6.84514e-008,1.19024e-007,1.10286e-007,2.99444e-007,7.27956e-008,6.67403e-008,5.6306e-008,1.48238e-007,8.07645e-008,6.81511e-008,6.00425e-008,6.30527e-008,6.68241e-008,8.33276e-008,5.07187e-008,5.27441e-008,1.76105e-007,5.32819e-008,7.27118e-008,6.6014e-008,
854,6.99335e-007,1.40311e-008,4.05638e-008,5.69206e-008,1.67207e-007,8.57651e-008,2.26705e-007,1.17438e-007,7.72375e-008,7.37594e-008,1.20183e-007,1.09644e-007,3.04333e-007,7.95632e-008,6.76622e-008,5.75841e-008,1.37916e-007,7.85994e-008,6.732e-008,6.53854e-008,6.54762e-008,6.73968e-008,8.45219e-008,5.07676e-008,5.27581e-008,1.75455e-007,5.54959e-008,7.40946e-008,6.74946e-008,
855,7.01828e-007,1.39962e-008,4.05289e-008,5.68368e-008,1.66327e-007,8.51924e-008,2.41169e-007,1.26978e-007,7.62038e-008,6.75435e-008,1.15636e-007,1.10398e-007,3.06261e-007,7.05606e-008,6.84095e-008,5.36521e-008,1.33432e-007,7.97029e-008,6.8626e-008,4.44889e-008,5.8073e-008,6.65448e-008,8.26711e-008,5.324e-008,5.26603e-008,1.74387e-007,5.32051e-008,7.30889e-008,6.37022e-008,
856,7.04286e-007,1.408e-008,4.07664e-008,5.69346e-008,1.66264e-007,8.7574e-008,2.34017e-007,1.25121e-007,8.49479e-008,7.03651e-008,1.21524e-007,1.12514e-007,3.21039e-007,7.16781e-008,7.63365e-008,5.47835e-008,1.33956e-007,7.45695e-008,6.59581e-008,8.61352e-008,5.82895e-008,6.74038e-008,8.25454e-008,5.07537e-008,5.20667e-008,1.75434e-007,5.33098e-008,7.09937e-008,6.22565e-008,
857,7.26335e-007,1.4066e-008,4.06616e-008,5.66343e-008,1.64295e-007,8.8426e-008,2.26656e-007,1.25966e-007,7.55124e-008,7.26978e-008,1.22327e-007,1.1331e-007,3.04403e-007,7.2153e-008,6.97365e-008,5.54819e-008,1.35108e-007,7.60083e-008,6.69429e-008,5.7661e-008,5.82197e-008,7.36616e-008,8.45638e-008,5.09771e-008,5.38267e-008,1.72033e-007,5.90718e-008,6.97924e-008,6.11111e-008,
858,7.36532e-007,1.40241e-008,4.05918e-008,5.70324e-008,1.65272e-007,9.95168e-008,3.07141e-007,1.30547e-007,7.68324e-008,8.28597e-008,1.23396e-007,1.14023e-007,3.04843e-007,7.30191e-008,7.02464e-008,5.5866e-008,1.35709e-007,8.34813e-008,6.6887e-008,6.13416e-008,6.67683e-008,7.13708e-008,8.0953e-008,5.06489e-008,5.12356e-008,1.7579e-007,5.60895e-008,7.24883e-008,6.38e-008,
859,7.34653e-007,1.41149e-008,4.0934e-008,5.7193e-008,1.6757e-007,8.92502e-008,3.07777e-007,1.30128e-007,7.64832e-008,7.24184e-008,1.24164e-007,1.13297e-007,3.06708e-007,7.58337e-008,7.39968e-008,5.95537e-008,1.35974e-007,7.77752e-008,7.18178e-008,4.87702e-008,7.36337e-008,7.1301e-008,8.15118e-008,5.07956e-008,5.02508e-008,1.70762e-007,5.63549e-008,7.16152e-008,6.23054e-008,
860,7.37943e-007,1.408e-008,4.49149e-008,5.72279e-008,1.63813e-007,8.712e-008,2.35672e-007,1.29185e-007,7.76216e-008,7.37733e-008,1.19617e-007,1.0875e-007,3.11981e-007,7.41225e-008,7.16991e-008,6.10273e-008,1.37043e-007,7.80686e-008,7.49746e-008,8.53251e-008,6.56857e-008,7.16991e-008,8.04711e-008,5.08235e-008,5.00483e-008,1.68709e-007,5.6306e-008,7.57289e-008,6.10273e-008,
861,7.2542e-007,1.40521e-008,4.51943e-008,5.69835e-008,1.63554e-007,8.35162e-008,2.28081e-007,1.26057e-007,7.8753e-008,7.48978e-008,1.20344e-007,1.1315e-007,3.09697e-007,7.48279e-008,7.49746e-008,6.18165e-008,1.38747e-007,7.97308e-008,7.28933e-008,6.08946e-008,6.27733e-008,7.1741e-008,8.05689e-008,5.52445e-008,4.98876e-008,1.78528e-007,5.61105e-008,7.38432e-008,6.36184e-008,
862,7.05439e-007,1.40171e-008,4.69962e-008,5.68019e-008,1.61787e-007,9.24629e-008,2.39353e-007,1.22837e-007,7.81314e-008,7.60362e-008,1.2123e-007,1.12458e-007,3.11876e-007,7.57568e-008,7.36057e-008,6.19911e-008,1.3911e-007,8.07156e-008,7.35848e-008,5.8541e-008,6.33321e-008,7.19645e-008,7.93397e-008,5.07397e-008,4.98946e-008,1.75392e-007,5.64667e-008,7.23905e-008,6.21448e-008,
863,7.40471e-007,1.42476e-008,4.43143e-008,5.94978e-008,1.5166e-007,8.87962e-008,2.36804e-007,1.21251e-007,8.04502e-008,8.41378e-008,1.21978e-007,1.10824e-007,3.1196e-007,7.72445e-008,7.41575e-008,5.90787e-008,1.40353e-007,8.11346e-008,7.3501e-008,3.45156e-008,6.52387e-008,7.07562e-008,8.34114e-008,5.07537e-008,5.00552e-008,1.74443e-007,6.40165e-008,7.14337e-008,6.12298e-008,
864,7.41763e-007,1.32489e-008,4.50895e-008,5.98191e-008,1.51472e-007,9.84273e-008,2.25685e-007,1.28347e-007,8.06178e-008,7.93886e-008,1.28173e-007,1.12968e-007,3.24511e-007,5.39594e-008,7.94794e-008,5.58591e-008,1.36435e-007,7.80057e-008,7.39619e-008,6.8647e-008,6.6433e-008,7.10146e-008,8.32368e-008,5.08794e-008,4.99016e-008,1.64763e-007,5.32121e-008,7.05606e-008,6.35276e-008,
865,7.40038e-007,1.32768e-008,4.51733e-008,5.94908e-008,1.51884e-007,9.33079e-008,3.10507e-007,1.29723e-007,8.4473e-008,7.96051e-008,1.28969e-007,1.19966e-007,3.24217e-007,5.48114e-008,7.57289e-008,5.62502e-008,1.3559e-007,7.25511e-008,7.18527e-008,5.01181e-008,6.54343e-008,7.14825e-008,8.34464e-008,5.07257e-008,5.23391e-008,1.66467e-007,5.32051e-008,7.47441e-008,6.22565e-008,
866,7.10265e-007,1.32768e-008,4.39651e-008,5.94279e-008,1.52373e-007,9.48794e-008,3.11171e-007,1.32203e-007,8.85518e-008,8.05549e-008,1.29737e-007,1.20742e-007,3.26333e-007,5.56286e-008,7.65181e-008,5.75562e-008,1.36239e-007,7.38432e-008,7.2621e-008,8.10857e-008,6.79765e-008,6.67124e-008,8.19587e-008,5.08095e-008,5.02159e-008,1.63841e-007,5.34425e-008,7.36965e-008,6.09645e-008,
867,7.12667e-007,1.32629e-008,4.49987e-008,5.92673e-008,1.4939e-007,9.30984e-008,2.85036e-007,1.3434e-007,9.37549e-008,8.1833e-008,1.25351e-007,1.20337e-007,3.20236e-007,5.59359e-008,7.73283e-008,5.87156e-008,1.37846e-007,7.44438e-008,7.29981e-008,6.84095e-008,6.61327e-008,6.66425e-008,8.22591e-008,5.42108e-008,5.02089e-008,1.6882e-007,5.31911e-008,7.23695e-008,6.35276e-008,
868,7.09587e-007,1.33187e-008,4.52083e-008,5.90578e-008,1.46981e-007,7.45137e-008,2.2426e-007,1.32803e-007,6.73549e-008,8.29645e-008,1.3135e-007,1.21321e-007,3.10919e-007,5.71022e-008,5.93372e-008,5.98819e-008,1.38097e-007,7.54914e-008,7.32146e-008,6.54902e-008,6.71943e-008,6.65378e-008,8.1847e-008,5.09911e-008,5.03137e-008,1.61054e-007,5.7654e-008,7.13568e-008,6.22216e-008,
869,7.10684e-007,1.33048e-008,4.4894e-008,5.87645e-008,1.48622e-007,7.02464e-008,2.3459e-007,1.25239e-007,7.12381e-008,8.44521e-008,1.38188e-007,1.23256e-007,3.20355e-007,5.80172e-008,5.69416e-008,6.03498e-008,1.41945e-007,7.61829e-008,7.47022e-008,5.41759e-008,6.54972e-008,6.65378e-008,8.13581e-008,5.10191e-008,5.08514e-008,1.61808e-007,5.32959e-008,7.04699e-008,6.03359e-008,
