All ´a´ string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
58,5.69067e-008,3.89505e-008,4.50965e-008,5.412e-008,1.03582e-007,3.91321e-008,3.12959e-008,3.11213e-008,3.98724e-008,7.87321e-008,7.47791e-008,8.10508e-008,7.89486e-008,4.29664e-008,4.43562e-008,3.49137e-008,6.91568e-008,4.36927e-008,3.76794e-008,8.5807e-008,3.86292e-008,4.36927e-008,4.36745e-007,5.37918e-008,5.69905e-008,1.02518e-006,5.53562e-008,6.69778e-008,6.50781e-008,
59,5.97911e-008,3.34959e-008,4.05848e-008,6.1621e-008,1.1007e-007,4.03333e-008,3.21759e-008,3.18267e-008,4.07594e-008,8.02337e-008,8.01499e-008,8.23708e-008,7.79918e-008,4.41467e-008,4.54108e-008,3.66667e-008,6.99041e-008,4.30781e-008,3.88806e-008,5.92464e-008,3.73441e-008,4.32946e-008,4.23573e-007,5.39524e-008,5.26673e-008,1.02667e-006,5.5426e-008,6.73689e-008,6.31365e-008,
60,6.12927e-008,3.32235e-008,4.05638e-008,5.97702e-008,1.08128e-007,4.15835e-008,3.23435e-008,2.23213e-008,4.20025e-008,8.12394e-008,7.69721e-008,7.91372e-008,7.69721e-008,4.55016e-008,4.64375e-008,3.68133e-008,7.33543e-008,4.52292e-008,4.06127e-008,8.82724e-008,3.84057e-008,4.39651e-008,4.04891e-007,5.39594e-008,5.29956e-008,1.03505e-006,5.5461e-008,7.16921e-008,6.54343e-008,
61,5.93372e-008,3.45295e-008,4.05359e-008,5.73467e-008,1.08945e-007,4.30432e-008,3.34121e-008,2.36832e-008,4.32527e-008,8.24965e-008,7.81594e-008,8.91873e-008,8.43543e-008,4.53829e-008,4.50406e-008,3.58775e-008,7.28305e-008,4.60673e-008,3.96698e-008,6.87727e-008,4.69962e-008,4.86724e-008,4.02789e-007,5.41759e-008,5.26883e-008,1.02118e-006,5.53352e-008,7.0826e-008,6.40514e-008,
62,6.01054e-008,3.11911e-008,4.05918e-008,5.4141e-008,1.08254e-007,1.86406e-008,3.42292e-008,2.5967e-008,1.89829e-008,8.37467e-008,7.93467e-008,8.37467e-008,7.93467e-008,4.7094e-008,2.22724e-008,3.74279e-008,7.45346e-008,4.89587e-008,3.86991e-008,8.38375e-008,3.92159e-008,4.82394e-008,4.05394e-007,5.39175e-008,5.26533e-008,9.87605e-007,5.56006e-008,6.9087e-008,6.29479e-008,
63,6.07479e-008,3.14425e-008,4.15975e-008,5.65156e-008,1.09867e-007,2.03168e-008,3.49137e-008,2.84883e-008,2.07708e-008,1.74533e-008,8.0541e-008,8.52203e-008,8.0534e-008,4.81067e-008,2.27543e-008,3.20013e-008,7.69302e-008,4.8414e-008,3.92578e-008,3.7393e-008,4.1814e-008,4.78552e-008,3.96398e-007,5.17873e-008,5.25137e-008,1.02947e-006,5.53422e-008,6.8221e-008,6.58184e-008,
64,6.16698e-008,3.19454e-008,4.03543e-008,5.76959e-008,1.14728e-007,2.10362e-008,3.46832e-008,2.73219e-008,2.17486e-008,1.87244e-008,8.4061e-008,8.6247e-008,8.19518e-008,2.34597e-008,2.74686e-008,3.75118e-008,7.87879e-008,4.26521e-008,3.77283e-008,5.52445e-008,4.47403e-008,4.81486e-008,4.00449e-007,5.1026e-008,5.26114e-008,1.00555e-006,5.53562e-008,6.81581e-008,6.48057e-008,
65,7.01486e-008,3.24832e-008,4.05498e-008,5.64527e-008,1.10747e-007,2.16229e-008,3.45295e-008,2.66794e-008,2.26286e-008,1.94787e-008,7.27118e-008,7.51073e-008,7.11543e-008,2.36622e-008,2.82997e-008,4.0047e-008,7.87949e-008,4.38603e-008,3.81892e-008,4.5753e-008,4.18489e-008,4.80787e-008,4.09116e-007,5.08445e-008,5.26813e-008,1.01836e-006,5.52305e-008,7.15943e-008,6.31365e-008,
66,7.07422e-008,3.2113e-008,4.05848e-008,5.84711e-008,1.13799e-007,2.2426e-008,3.56959e-008,2.69797e-008,2.35575e-008,2.05683e-008,7.3501e-008,7.59245e-008,7.19435e-008,2.508e-008,2.71054e-008,4.04102e-008,8.19657e-008,4.49079e-008,4.02844e-008,6.87238e-008,4.2226e-008,4.85048e-008,4.22267e-007,5.08794e-008,5.25206e-008,1.0182e-006,5.52933e-008,7.44997e-008,6.57625e-008,
67,7.54356e-008,3.23575e-008,4.01937e-008,5.62292e-008,1.18234e-007,2.34387e-008,3.63733e-008,2.82089e-008,2.40254e-008,2.13644e-008,7.27257e-008,7.69791e-008,7.29422e-008,2.78946e-008,2.90889e-008,3.9181e-008,7.31099e-008,4.48591e-008,3.96629e-008,7.99683e-008,4.20654e-008,4.8421e-008,4.01112e-007,5.11797e-008,5.27302e-008,1.04379e-006,5.52933e-008,6.94851e-008,6.43867e-008,
68,7.26e-008,3.17568e-008,4.04241e-008,5.40152e-008,1.17899e-007,2.41162e-008,3.68203e-008,2.84044e-008,2.4221e-008,2.21467e-008,7.37524e-008,7.96959e-008,7.55822e-008,2.73498e-008,3.10584e-008,4.34692e-008,7.38921e-008,4.53479e-008,4.08851e-008,6.80254e-008,4.24356e-008,5.31911e-008,4.00505e-007,7.02394e-008,5.3254e-008,1.0128e-006,5.51467e-008,7.28864e-008,6.29968e-008,
69,7.33752e-008,3.18406e-008,4.04591e-008,5.64038e-008,1.21286e-007,2.39556e-008,3.76235e-008,3.52768e-008,2.47727e-008,2.29219e-008,7.43181e-008,8.41308e-008,7.58825e-008,2.82229e-008,3.18337e-008,4.35949e-008,7.41784e-008,4.73803e-008,4.14997e-008,6.97645e-008,4.24356e-008,5.8527e-008,4.01916e-007,5.39664e-008,5.24019e-008,1.01141e-006,5.51397e-008,7.05118e-008,6.56298e-008,
70,7.41784e-008,3.18057e-008,4.05359e-008,5.67041e-008,1.22362e-007,2.53244e-008,3.74279e-008,3.04159e-008,2.56387e-008,2.39067e-008,7.51213e-008,7.51213e-008,7.66857e-008,2.948e-008,3.11143e-008,4.08711e-008,7.64133e-008,4.90495e-008,4.13111e-008,9.47187e-008,4.28057e-008,4.92591e-008,4.00267e-007,5.40292e-008,5.26045e-008,9.84594e-007,5.52514e-008,7.58127e-008,6.45822e-008,
71,7.47232e-008,3.19594e-008,4.17441e-008,5.59987e-008,1.23151e-007,2.67003e-008,3.72324e-008,3.17778e-008,3.54375e-008,2.46749e-008,7.6106e-008,7.59175e-008,7.612e-008,3.00317e-008,3.06673e-008,4.11435e-008,7.64832e-008,4.94197e-008,4.19956e-008,7.67206e-008,4.2247e-008,4.87283e-008,4.0311e-007,5.37638e-008,5.37079e-008,9.81165e-007,5.53841e-008,7.47651e-008,6.30387e-008,
72,7.85994e-008,3.212e-008,4.27289e-008,5.97632e-008,1.18081e-007,2.69797e-008,3.76933e-008,3.22457e-008,2.74337e-008,3.37752e-008,7.84806e-008,7.66787e-008,7.66857e-008,3.10375e-008,3.10514e-008,3.64362e-008,7.32356e-008,5.04114e-008,4.16324e-008,7.12241e-008,4.29594e-008,4.91543e-008,3.93318e-007,5.35892e-008,5.24019e-008,9.79321e-007,5.52724e-008,7.28095e-008,6.57416e-008,
73,7.62946e-008,3.1687e-008,4.03892e-008,5.64178e-008,1.2892e-007,2.82648e-008,3.76724e-008,3.26438e-008,2.86768e-008,2.63022e-008,8.60933e-008,7.77124e-008,7.77333e-008,3.09257e-008,3.14844e-008,3.95511e-008,7.60432e-008,4.50197e-008,3.93206e-008,5.7221e-008,4.23937e-008,4.8826e-008,3.9475e-007,5.36241e-008,5.24229e-008,9.70333e-007,5.53003e-008,7.50165e-008,6.4254e-008,
74,7.73283e-008,3.14775e-008,4.04241e-008,5.44552e-008,1.26937e-007,2.948e-008,3.85664e-008,3.31746e-008,3.08768e-008,2.71054e-008,7.82781e-008,8.48991e-008,7.82921e-008,3.23784e-008,3.24692e-008,4.13111e-008,7.52889e-008,4.58229e-008,4.06756e-008,8.14699e-008,4.30432e-008,4.91543e-008,4.09298e-007,5.36032e-008,5.24298e-008,1.01694e-006,5.56146e-008,7.18178e-008,6.29689e-008,
75,7.80616e-008,3.15892e-008,4.04102e-008,5.74584e-008,1.24611e-007,3.01016e-008,4.12133e-008,2.38648e-008,2.92006e-008,2.83625e-008,7.90743e-008,8.44591e-008,8.4054e-008,3.32584e-008,3.30419e-008,4.23657e-008,7.58965e-008,4.74152e-008,4.25822e-008,6.38e-008,4.23238e-008,4.90845e-008,4.05617e-007,5.35683e-008,5.22971e-008,9.77617e-007,5.52025e-008,7.59245e-008,6.5553e-008,
76,7.86552e-008,3.15333e-008,4.02914e-008,5.62572e-008,1.26566e-007,2.97454e-008,4.3141e-008,2.55549e-008,3.02552e-008,2.93473e-008,8.01289e-008,7.98845e-008,8.14349e-008,3.46273e-008,3.3447e-008,4.34622e-008,7.64064e-008,4.77714e-008,4.13321e-008,8.97111e-008,4.32876e-008,5.08235e-008,3.89603e-007,5.38756e-008,5.23949e-008,9.63251e-007,5.52864e-008,6.9946e-008,6.62165e-008,
77,7.97168e-008,3.11981e-008,4.03822e-008,5.64597e-008,1.30862e-007,3.09118e-008,3.88248e-008,2.59251e-008,3.02133e-008,2.99898e-008,8.50038e-008,8.77067e-008,8.16584e-008,3.40756e-008,3.50184e-008,4.46984e-008,7.34032e-008,4.71359e-008,4.41257e-008,6.55251e-008,4.24425e-008,4.94267e-008,3.88422e-007,5.34914e-008,5.72629e-008,9.91222e-007,5.50559e-008,7.29073e-008,6.2927e-008,
78,8.33905e-008,3.12959e-008,4.1807e-008,5.72978e-008,1.251e-007,3.13727e-008,3.85594e-008,2.75664e-008,3.07302e-008,3.08279e-008,8.29924e-008,8.35511e-008,8.14489e-008,3.55911e-008,3.608e-008,4.51664e-008,7.39829e-008,4.96152e-008,4.35321e-008,8.39143e-008,4.3546e-008,4.97619e-008,3.92152e-007,5.35264e-008,5.22971e-008,9.98807e-007,5.51886e-008,6.7334e-008,6.56368e-008,
79,8.10089e-008,3.10375e-008,4.28057e-008,5.40083e-008,1.2313e-007,3.27975e-008,3.77771e-008,2.6861e-008,3.1247e-008,3.1254e-008,9.10241e-008,8.24476e-008,8.22311e-008,3.5633e-008,3.52908e-008,4.2233e-008,8.11905e-008,5.07886e-008,4.33086e-008,5.43086e-008,4.24146e-008,4.85118e-008,3.97481e-007,5.35683e-008,5.23391e-008,1.0031e-006,5.51956e-008,6.63422e-008,6.86191e-008,
80,8.59257e-008,3.13518e-008,4.5341e-008,5.61524e-008,1.2973e-007,3.35937e-008,4.08362e-008,2.85581e-008,3.20641e-008,3.20781e-008,8.30413e-008,8.98927e-008,8.30273e-008,3.70578e-008,3.66318e-008,4.62629e-008,7.67486e-008,5.11448e-008,4.3553e-008,7.29772e-008,4.28476e-008,4.89797e-008,3.95288e-007,5.36521e-008,5.24438e-008,9.8706e-007,5.53073e-008,7.09238e-008,6.64749e-008,
81,8.26083e-008,3.11771e-008,4.0466e-008,5.83454e-008,1.26301e-007,3.43619e-008,4.04102e-008,3.44318e-008,3.39778e-008,3.27486e-008,8.38305e-008,8.56184e-008,9.1513e-008,3.91391e-008,3.70019e-008,4.16883e-008,7.26559e-008,5.18641e-008,4.38254e-008,7.6127e-008,4.23657e-008,5.10819e-008,4.08159e-007,5.33797e-008,5.236e-008,9.92263e-007,5.49302e-008,7.28654e-008,6.90451e-008,
82,8.37537e-008,3.12959e-008,4.02076e-008,5.39803e-008,1.27893e-007,3.52559e-008,4.12064e-008,2.94032e-008,3.59543e-008,3.36076e-008,8.46546e-008,8.6226e-008,8.62121e-008,4.08292e-008,3.79098e-008,4.39302e-008,7.60641e-008,5.4581e-008,4.12622e-008,8.37746e-008,4.32457e-008,4.94546e-008,4.10499e-007,5.34845e-008,5.25067e-008,9.96412e-007,5.50559e-008,6.92686e-008,6.78089e-008,
83,8.52064e-008,3.19314e-008,4.04451e-008,5.83175e-008,1.26867e-007,3.60102e-008,4.10527e-008,3.02552e-008,3.43898e-008,3.41314e-008,8.54299e-008,8.70013e-008,8.69873e-008,4.21073e-008,3.82171e-008,4.45657e-008,7.50654e-008,5.88762e-008,4.34552e-008,6.99251e-008,4.20654e-008,4.89378e-008,4.11631e-007,5.69695e-008,5.23041e-008,9.55862e-007,5.53492e-008,6.80883e-008,6.66705e-008,
84,8.49899e-008,3.11492e-008,4.07035e-008,5.72838e-008,1.32496e-007,3.67365e-008,3.82451e-008,3.68203e-008,3.53676e-008,3.50184e-008,9.26375e-008,8.85378e-008,8.64495e-008,4.28337e-008,3.97816e-008,4.65492e-008,7.52679e-008,4.96711e-008,4.39022e-008,8.04851e-008,4.32178e-008,4.9287e-008,4.09242e-007,5.0593e-008,5.21505e-008,9.63293e-007,5.50698e-008,6.60978e-008,6.86191e-008,
85,8.57302e-008,3.07232e-008,4.03473e-008,5.4127e-008,1.27963e-007,3.78889e-008,4.28057e-008,3.18965e-008,3.59543e-008,3.54514e-008,9.0661e-008,9.80641e-008,8.69664e-008,4.27149e-008,4.05918e-008,4.47543e-008,7.6553e-008,4.93219e-008,4.3986e-008,7.02114e-008,4.2247e-008,4.92311e-008,3.86111e-007,5.06489e-008,5.21854e-008,9.67874e-007,5.50838e-008,7.14476e-008,6.71594e-008,
86,8.68337e-008,3.02762e-008,4.0473e-008,5.55029e-008,1.33669e-007,3.83568e-008,4.05219e-008,3.30419e-008,3.67784e-008,3.63384e-008,8.95784e-008,9.72749e-008,8.78184e-008,4.45587e-008,4.136e-008,4.8393e-008,7.80406e-008,5.02159e-008,4.59486e-008,7.57848e-008,4.35251e-008,4.9727e-008,4.06085e-007,5.33587e-008,5.23181e-008,9.52181e-007,5.48883e-008,6.96737e-008,6.59302e-008,
87,8.95016e-008,3.05695e-008,4.04241e-008,5.95746e-008,1.30394e-007,3.97327e-008,4.08083e-008,3.35098e-008,3.76514e-008,3.73302e-008,8.85727e-008,9.73308e-008,9.25257e-008,4.43702e-008,4.32318e-008,4.52571e-008,7.82711e-008,5.44203e-008,4.55156e-008,5.25905e-008,4.3106e-008,5.03625e-008,4.0941e-007,5.32959e-008,5.21156e-008,9.66233e-007,5.48813e-008,6.8626e-008,6.93314e-008,
88,8.84051e-008,3.05137e-008,4.048e-008,5.58451e-008,1.30065e-007,4.02425e-008,4.21352e-008,3.50394e-008,3.86292e-008,3.93206e-008,8.96133e-008,9.09403e-008,9.11219e-008,4.5753e-008,4.48381e-008,4.60324e-008,8.17702e-008,5.60686e-008,4.60952e-008,8.79232e-008,4.34273e-008,4.97479e-008,4.04744e-007,5.34705e-008,5.22552e-008,9.62322e-007,5.52514e-008,7.21321e-008,6.76832e-008,
89,8.9781e-008,3.05137e-008,4.03752e-008,5.61245e-008,1.33131e-007,4.07733e-008,4.3127e-008,3.66387e-008,4.03892e-008,3.90203e-008,9.55918e-008,1.01773e-007,9.16946e-008,4.69054e-008,4.30292e-008,5.15778e-008,7.964e-008,5.74095e-008,4.55156e-008,6.81791e-008,4.25473e-008,4.94476e-008,4.09347e-007,5.33378e-008,5.21645e-008,9.53669e-007,5.49371e-008,7.39899e-008,6.62864e-008,
90,8.9746e-008,2.98921e-008,4.0466e-008,5.65784e-008,1.34039e-007,4.1793e-008,4.22051e-008,2.60368e-008,3.99492e-008,3.98654e-008,9.70165e-008,9.09473e-008,9.25886e-008,4.78762e-008,4.42025e-008,4.50267e-008,7.60711e-008,5.79822e-008,4.69054e-008,7.66368e-008,4.34273e-008,4.98806e-008,4.09717e-007,5.33308e-008,5.66203e-008,9.58711e-007,6.05314e-008,7.1713e-008,6.91638e-008,
91,9.05003e-008,3.08978e-008,4.06197e-008,5.40711e-008,1.33159e-007,4.28337e-008,4.27079e-008,2.74756e-008,4.09968e-008,4.07384e-008,9.3273e-008,9.1953e-008,9.17365e-008,4.87003e-008,4.45657e-008,4.69473e-008,7.86483e-008,5.13613e-008,5.11797e-008,6.06222e-008,4.25962e-008,4.93149e-008,4.10115e-007,5.35333e-008,5.22971e-008,1.01115e-006,5.79054e-008,7.05257e-008,6.74667e-008,
92,1.01612e-007,3.00317e-008,4.27359e-008,5.65016e-008,1.34647e-007,4.40978e-008,4.23168e-008,2.79016e-008,4.21771e-008,4.19956e-008,9.68279e-008,1.01018e-007,9.46768e-008,4.95873e-008,4.63327e-008,4.77435e-008,7.89486e-008,5.33797e-008,5.20737e-008,9.31333e-008,4.36229e-008,4.9713e-008,4.07475e-007,5.34565e-008,5.44692e-008,9.87542e-007,5.80172e-008,6.91219e-008,6.63213e-008,
93,9.73727e-008,2.98711e-008,4.27079e-008,5.81498e-008,1.40891e-007,2.09803e-008,4.27079e-008,2.86629e-008,2.03098e-008,4.32527e-008,9.33429e-008,9.33429e-008,9.48864e-008,4.96921e-008,2.30965e-008,4.27778e-008,7.92629e-008,5.40641e-008,5.24997e-008,6.83816e-008,4.30292e-008,4.97479e-008,4.07622e-007,5.35333e-008,5.20248e-008,9.49709e-007,5.77797e-008,6.91359e-008,6.90172e-008,
94,9.80572e-008,3.05905e-008,4.2687e-008,5.73537e-008,1.33956e-007,2.23003e-008,4.45587e-008,2.93543e-008,2.19721e-008,4.44959e-008,9.41111e-008,1.05328e-007,9.69537e-008,5.00064e-008,3.11632e-008,4.37765e-008,8.01638e-008,5.51886e-008,5.08025e-008,6.83746e-008,4.3993e-008,5.01041e-008,3.89603e-007,5.3247e-008,5.20178e-008,9.60415e-007,5.8094e-008,6.732e-008,6.75994e-008,
95,9.92584e-008,2.98152e-008,4.29314e-008,5.44552e-008,1.34619e-007,2.29848e-008,4.38324e-008,3.04089e-008,2.23702e-008,4.5746e-008,9.64019e-008,9.64508e-008,9.50959e-008,5.03625e-008,2.86838e-008,4.71219e-008,8.27549e-008,5.46019e-008,5.46927e-008,3.69879e-008,4.23029e-008,4.84349e-008,3.93276e-007,5.35333e-008,5.21505e-008,9.93346e-007,5.79892e-008,8.16933e-008,6.63352e-008,
96,1.09616e-007,3.00248e-008,4.46635e-008,5.84711e-008,1.35234e-007,2.42698e-008,4.47473e-008,3.19803e-008,2.32851e-008,4.70102e-008,9.74705e-008,9.72679e-008,9.56756e-008,2.46959e-008,2.64768e-008,5.47556e-008,8.08832e-008,5.77657e-008,4.76527e-008,8.01918e-008,4.29943e-008,4.86514e-008,3.81878e-007,5.31422e-008,5.21994e-008,9.39896e-007,5.79124e-008,7.05676e-008,6.9101e-008,
97,9.99987e-008,3.02273e-008,4.37556e-008,5.63689e-008,1.38132e-007,2.47098e-008,4.38394e-008,3.58216e-008,2.3334e-008,5.09352e-008,9.80432e-008,1.02017e-007,9.64787e-008,2.59181e-008,3.06254e-008,4.71429e-008,8.4054e-008,5.91695e-008,4.86654e-008,4.56971e-008,4.29803e-008,4.87702e-008,3.88778e-007,5.35752e-008,5.22133e-008,9.44394e-007,5.81638e-008,6.92546e-008,6.71803e-008,
98,9.63391e-008,2.98851e-008,4.48381e-008,5.86806e-008,1.361e-007,2.5953e-008,4.19886e-008,3.17079e-008,2.47727e-008,4.95105e-008,9.88464e-008,1.09937e-007,1.02283e-007,2.82159e-008,2.96267e-008,4.92102e-008,8.36699e-008,5.92533e-008,4.7513e-008,9.73099e-008,4.09479e-008,4.91124e-008,3.85943e-007,5.31422e-008,5.19759e-008,9.73951e-007,5.79333e-008,6.8193e-008,6.5567e-008,
99,9.95238e-008,3.00387e-008,4.32457e-008,5.79752e-008,1.40828e-007,2.69797e-008,4.33086e-008,3.26368e-008,2.55549e-008,5.07537e-008,9.98381e-008,9.80362e-008,9.98172e-008,2.91587e-008,2.96756e-008,1.90178e-008,8.22381e-008,6.01054e-008,5.05651e-008,7.45206e-008,4.03752e-008,5.01879e-008,3.85182e-007,5.34914e-008,5.62921e-008,9.72114e-007,5.84921e-008,7.73632e-008,6.82629e-008,
100,9.76451e-008,2.93752e-008,4.04591e-008,5.79124e-008,1.37308e-007,2.61905e-008,4.51035e-008,3.39778e-008,2.63511e-008,5.20038e-008,1.00411e-007,9.88464e-008,1.00411e-007,3.06533e-008,3.11283e-008,2.05543e-008,8.29365e-008,3.3454e-008,4.56622e-008,8.51575e-008,4.64724e-008,4.96991e-008,3.90825e-007,5.31352e-008,5.18781e-008,9.66987e-007,5.46857e-008,7.95562e-008,6.6873e-008,
101,9.84273e-008,2.96965e-008,4.47194e-008,5.55518e-008,1.41694e-007,2.79994e-008,4.98038e-008,3.34749e-008,2.73079e-008,5.78006e-008,1.012e-007,9.96216e-008,1.01193e-007,3.10654e-008,3.10794e-008,2.17765e-008,8.41657e-008,3.49206e-008,4.64025e-008,6.9073e-008,4.06616e-008,4.94476e-008,3.84295e-007,5.31911e-008,5.1913e-008,9.42613e-007,5.46578e-008,6.97365e-008,6.52737e-008,
102,1.00341e-007,2.83206e-008,4.14927e-008,5.49162e-008,1.38565e-007,2.87187e-008,4.63187e-008,3.44806e-008,3.5207e-008,5.45041e-008,1.0743e-007,1.01982e-007,1.00662e-007,3.23994e-008,3.10864e-008,2.26775e-008,8.52343e-008,3.6094e-008,4.97968e-008,8.78464e-008,4.13879e-008,4.9713e-008,3.82632e-007,5.30724e-008,5.19479e-008,9.81396e-007,5.4574e-008,6.8626e-008,6.81162e-008,
103,1.00243e-007,2.8181e-008,4.33225e-008,5.4113e-008,1.40486e-007,3.81403e-008,4.75689e-008,3.53537e-008,2.86768e-008,5.57683e-008,1.03372e-007,1.02813e-007,1.02792e-007,3.29022e-008,3.18616e-008,2.32781e-008,8.61283e-008,3.72324e-008,4.85956e-008,7.41016e-008,4.02565e-008,4.91194e-008,3.80614e-007,5.32889e-008,5.23111e-008,9.24657e-007,5.48883e-008,7.71816e-008,6.72083e-008,
104,1.00816e-007,2.79924e-008,4.33295e-008,5.79613e-008,1.44585e-007,3.04298e-008,4.59695e-008,3.60381e-008,2.91029e-008,5.70254e-008,1.02017e-007,1.02017e-007,1.04957e-007,3.35029e-008,3.30279e-008,2.34387e-008,8.65333e-008,3.79727e-008,4.86584e-008,7.77822e-008,4.12273e-008,5.65575e-008,3.78065e-007,5.31352e-008,5.19479e-008,9.23686e-007,5.53771e-008,6.81651e-008,6.5546e-008,
105,1.01577e-007,2.78946e-008,4.24914e-008,5.58591e-008,1.41484e-007,3.14286e-008,4.3993e-008,2.72241e-008,3.02343e-008,5.82686e-008,1.10643e-007,1.04357e-007,1.06501e-007,3.32165e-008,3.33283e-008,2.42279e-008,8.72387e-008,3.87619e-008,4.87911e-008,6.40235e-008,4.02914e-008,4.93289e-008,3.85866e-007,5.30654e-008,5.17873e-008,9.69788e-007,5.46019e-008,7.16781e-008,6.52597e-008,
106,1.02394e-007,2.83625e-008,4.27149e-008,5.85479e-008,1.39424e-007,3.3014e-008,4.68495e-008,2.91937e-008,3.28813e-008,5.95327e-008,1.0516e-007,1.05446e-007,1.0537e-007,3.57378e-008,3.34679e-008,2.47937e-008,9.68e-008,4.0033e-008,5.01391e-008,7.32775e-008,4.10946e-008,4.95664e-008,4.007e-007,5.30794e-008,5.48533e-008,9.50365e-007,5.46508e-008,6.99181e-008,6.38419e-008,
107,1.07597e-007,2.79924e-008,4.26171e-008,5.76191e-008,1.40199e-007,3.62127e-008,4.60952e-008,2.93473e-008,3.18057e-008,6.07759e-008,1.04399e-007,1.0597e-007,1.04399e-007,3.62546e-008,3.42502e-008,2.61346e-008,9.54381e-008,4.0487e-008,5.09213e-008,6.15511e-008,4.04102e-008,4.9294e-008,4.00966e-007,5.31352e-008,5.48952e-008,9.73909e-007,5.50419e-008,6.83746e-008,6.26756e-008,
108,1.0398e-007,2.82508e-008,4.02495e-008,5.5021e-008,1.44662e-007,3.30629e-008,4.69683e-008,3.02902e-008,3.1687e-008,6.2033e-008,1.07353e-007,1.06759e-007,1.12668e-007,3.71346e-008,3.65829e-008,2.27194e-008,9.15549e-008,4.02984e-008,5.14311e-008,8.68895e-008,4.12832e-008,4.96083e-008,3.98458e-007,5.29816e-008,5.47206e-008,9.31047e-007,5.48743e-008,6.75295e-008,6.54692e-008,
109,1.0692e-007,2.85581e-008,4.33854e-008,5.43645e-008,1.44117e-007,3.42502e-008,4.81765e-008,3.05765e-008,3.2581e-008,6.82629e-008,1.05991e-007,1.07772e-007,1.13506e-007,3.7833e-008,3.76025e-008,2.48216e-008,9.4153e-008,3.97187e-008,3.00737e-008,6.79206e-008,4.04102e-008,5.05232e-008,3.81459e-007,5.29816e-008,5.49721e-008,9.32884e-007,5.50279e-008,6.61048e-008,6.38629e-008,
110,1.05544e-007,2.88794e-008,4.49359e-008,5.89111e-008,1.44467e-007,3.50184e-008,4.71219e-008,3.50464e-008,3.33422e-008,6.45333e-008,1.0831e-007,1.06752e-007,1.14547e-007,3.87549e-008,3.66597e-008,2.53594e-008,9.47467e-008,4.14508e-008,3.31886e-008,5.9854e-008,4.16114e-008,5.47416e-008,3.77213e-007,5.30864e-008,5.1941e-008,9.44247e-007,5.47835e-008,7.2607e-008,6.78229e-008,
111,1.06326e-007,3.124e-008,4.36648e-008,6.4254e-008,1.4893e-007,3.60311e-008,4.80089e-008,3.18267e-008,3.39079e-008,6.57765e-008,1.2181e-007,1.07744e-007,1.13499e-007,3.89295e-008,3.81822e-008,2.62394e-008,9.5026e-008,4.24425e-008,3.33352e-008,5.28559e-008,4.06267e-008,4.8826e-008,4.07831e-007,5.30724e-008,5.1941e-008,9.4505e-007,5.46019e-008,7.05676e-008,6.50991e-008,
112,1.07346e-007,2.91378e-008,4.46635e-008,5.81987e-008,1.4101e-007,3.62406e-008,4.54108e-008,3.26857e-008,3.45924e-008,6.70267e-008,1.08317e-007,1.18772e-007,1.14596e-007,4.04032e-008,3.81822e-008,2.7706e-008,9.70933e-008,4.29664e-008,3.3887e-008,7.91232e-008,4.10527e-008,5.87086e-008,4.01273e-007,5.29187e-008,5.18292e-008,9.60618e-007,5.45181e-008,6.91289e-008,6.36883e-008,
113,1.07926e-007,2.87606e-008,4.36578e-008,5.64387e-008,1.42972e-007,3.71416e-008,4.41048e-008,3.36216e-008,3.55213e-008,6.90591e-008,1.09371e-007,1.10705e-007,1.10894e-007,4.12622e-008,3.9614e-008,2.67632e-008,9.73518e-008,4.43981e-008,3.5221e-008,8.00102e-008,4.29594e-008,4.94756e-008,4.01888e-007,5.30305e-008,5.18781e-008,9.72016e-007,5.48952e-008,6.94292e-008,6.25918e-008,
114,1.08938e-007,2.89283e-008,4.48102e-008,5.39594e-008,1.43838e-007,3.81613e-008,4.62978e-008,3.51511e-008,3.61708e-008,6.58952e-008,1.0993e-007,1.16851e-007,1.11502e-007,4.25054e-008,3.99702e-008,2.60717e-008,9.80572e-008,4.77365e-008,3.70857e-008,7.52679e-008,4.35041e-008,4.97968e-008,3.96007e-007,5.32051e-008,5.17873e-008,9.60925e-007,5.46508e-008,6.73689e-008,6.52527e-008,
